Oliver Neuville;http://dbpedia.org/resource/Locarno
Jay Bothroyd;http://dbpedia.org/resource/Islington
Michael Laudrup;http://dbpedia.org/resource/Frederiksberg
Peter Schmeichel;http://dbpedia.org/resource/Gladsaxe_Municipality
Sylvia Plath;http://dbpedia.org/resource/Jamaica_Plain
Vanderlei Luxemburgo;http://dbpedia.org/resource/Nova_Iguaçu
Tim Howard;http://dbpedia.org/resource/North_Brunswick,_New_Jersey
Jorge Costa;http://dbpedia.org/resource/Porto
Ricardinho;http://dbpedia.org/resource/São_Paulo
Brent Sancho;http://dbpedia.org/resource/Port_of_Spain
Jean-Paul Sartre;http://dbpedia.org/resource/Paris
Manuel Neira;http://dbpedia.org/resource/Santiago
Ali Daei;http://dbpedia.org/resource/Ardabil
Shunsuke Nakamura;http://dbpedia.org/resource/Yokohama
Joan Capdevila;http://dbpedia.org/resource/Tàrrega
N. D. Cocea;http://dbpedia.org/resource/Bârlad
Claudio Caniggia;http://dbpedia.org/resource/Henderson,_Buenos_Aires
Ernst Happel;http://dbpedia.org/resource/Vienna
Martin Luther;http://dbpedia.org/resource/Eisleben
Youness Bengelloun;http://dbpedia.org/resource/Paris
Duke Ellington;http://dbpedia.org/resource/Washington,_D.C.
Sargent Shriver;http://dbpedia.org/resource/Westminster,_Maryland
Fernando Meira;http://dbpedia.org/resource/Guimarães
Johnny Cash;http://dbpedia.org/resource/Kingsland,_Arkansas
Paulo Wanchope;http://dbpedia.org/resource/Heredia,_Costa_Rica
Michael Essien;http://dbpedia.org/resource/Accra
Ruud Gullit;http://dbpedia.org/resource/Amsterdam
Henri Michel;http://dbpedia.org/resource/Aix-en-Provence
Arthuro Henrique Bernhardt;http://dbpedia.org/resource/Florianópolis
Hassan Yebda;http://dbpedia.org/resource/Saint-Maurice,_Val-de-Marne
Robert Baden-Powell, 1st Baron Baden-Powell;http://dbpedia.org/resource/London
Sergio Romero;http://dbpedia.org/resource/Bernardo_de_Irigoyen,_Misiones
Thomas Sowell;http://dbpedia.org/resource/Gastonia,_North_Carolina
Eugene V. Debs;http://dbpedia.org/resource/Terre_Haute,_Indiana
Desmond Armstrong;http://dbpedia.org/resource/Washington,_D.C.
Carlos Ruiz (Guatemalan footballer);http://dbpedia.org/resource/Guatemala_City
Richard Hastings;http://dbpedia.org/resource/Prince_George,_British_Columbia
Marco Etcheverry;http://dbpedia.org/resource/Santa_Cruz_de_la_Sierra
Jorge Teixeira;http://dbpedia.org/resource/Lisbon
Rolf Feltscher;http://dbpedia.org/resource/Bülach
Filipe da Costa;http://dbpedia.org/resource/Lisbon
George Marshall;http://dbpedia.org/resource/Uniontown,_Pennsylvania
David Trezeguet;http://dbpedia.org/resource/Rouen
Victor Obinna;http://dbpedia.org/resource/Jos
Jim McKay;http://dbpedia.org/resource/Philadelphia
Dan Petrescu;http://dbpedia.org/resource/Bucharest
Javad Nekounam;http://dbpedia.org/resource/Rey,_Iran
John Paskin;http://dbpedia.org/resource/Cape_Town
Lyndon B. Johnson;http://dbpedia.org/resource/Stonewall,_Texas
James Brown;http://dbpedia.org/resource/Barnwell,_South_Carolina
Jaime Penedo;http://dbpedia.org/resource/Panama_City
Konstantin Rokossovsky;http://dbpedia.org/resource/Warsaw
Laurent Blanc;http://dbpedia.org/resource/Alès
Paulo da Silva;http://dbpedia.org/resource/Asunción
Trevor Benjamin;http://dbpedia.org/resource/Kettering
Christian Vieri;http://dbpedia.org/resource/Bologna
Arthur Conan Doyle;http://dbpedia.org/resource/Edinburgh
Hugo Maradona;http://dbpedia.org/resource/Lanús
Jim Thorpe;http://dbpedia.org/resource/Pottawatomie_County,_Oklahoma
Oguchi Onyewu;http://dbpedia.org/resource/Washington,_D.C.
Fabio Cannavaro;http://dbpedia.org/resource/Naples
Nicolae Constantin Batzaria;http://dbpedia.org/resource/Kruševo
Jozy Altidore;http://dbpedia.org/resource/Livingston,_New_Jersey
Avram Steuerman-Rodion;http://dbpedia.org/resource/Iași
Ricardo Nunes;http://dbpedia.org/resource/Johannesburg
Theo van Gogh (film director);http://dbpedia.org/resource/The_Hague
John Lennon;http://dbpedia.org/resource/Liverpool
Thiago Silva;http://dbpedia.org/resource/Rio_de_Janeiro
Ousmane N'Doye;http://dbpedia.org/resource/Thiès
Dmitri Shostakovich;http://dbpedia.org/resource/Saint_Petersburg
John Buchan;http://dbpedia.org/resource/Perth,_Scotland
Amado Guevara;http://dbpedia.org/resource/Tegucigalpa
Terry Venables;http://dbpedia.org/resource/Dagenham
John Collins;http://dbpedia.org/resource/Galashiels
Lionel Messi;http://dbpedia.org/resource/Rosario,_Santa_Fe
George Santayana;http://dbpedia.org/resource/Madrid
Whitney Houston;http://dbpedia.org/resource/Newark,_New_Jersey
Leonard Bernstein;http://dbpedia.org/resource/Lawrence,_Massachusetts
Richard Feynman;http://dbpedia.org/resource/Queens
Florent Sinama Pongolle;http://dbpedia.org/resource/Saint-Pierre,_Réunion
W. B. Yeats;http://dbpedia.org/resource/Sandymount
Pope John Paul II;http://dbpedia.org/resource/Wadowice
Carlos Bueno;http://dbpedia.org/resource/Artigas,_Uruguay
Mehdi Nafti;http://dbpedia.org/resource/Toulouse
Paulo Sousa;http://dbpedia.org/resource/Viseu
Tom Parrott;http://dbpedia.org/resource/Portland,_Oregon
Fred Astaire;http://dbpedia.org/resource/Omaha,_Nebraska
Javier Clemente;http://dbpedia.org/resource/Barakaldo
Kazuyuki Toda;http://dbpedia.org/resource/Machida,_Tokyo
Dizzy Gillespie;http://dbpedia.org/resource/Cheraw,_South_Carolina
Guus Hiddink;http://dbpedia.org/resource/Varsseveld
Khalid Boulahrouz;http://dbpedia.org/resource/Maassluis
Frederick Douglass;http://dbpedia.org/resource/Talbot_County,_Maryland
Thomas S. Hinde;http://dbpedia.org/resource/Hanover_County,_Virginia
Hugh Duffy;http://dbpedia.org/resource/Cranston,_Rhode_Island
Stanley Jackson;http://dbpedia.org/resource/Leeds
Martin Van Buren;http://dbpedia.org/resource/Kinderhook_(village),_New_York
Stan Yerkes;http://dbpedia.org/resource/Cheltenham,_Pennsylvania
Luis Cubilla;http://dbpedia.org/resource/Paysandú
Sandu Tudor;http://dbpedia.org/resource/Bucharest
Hussein Yasser;http://dbpedia.org/resource/Doha
Alexandre Gallo;http://dbpedia.org/resource/Ribeirão_Preto
Paul Dougherty;http://dbpedia.org/resource/Leamington_Spa
Billy Preston;http://dbpedia.org/resource/Houston
Rafik Djebbour;http://dbpedia.org/resource/Grenoble
John Toshack;http://dbpedia.org/resource/Cardiff
William S. Burroughs;http://dbpedia.org/resource/St._Louis
Patrick M'Boma;http://dbpedia.org/resource/Douala
